kode_adm4,provinsi,kabupaten_atau_kota,kecamatan,desa_atau_kelurahan
32.10.10.2009,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Leuwimunding
32.10.10.2010,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Ciparay
32.10.10.2011,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Heuleut
32.10.10.2012,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Karangasem
32.10.10.2013,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Tanjungsari
32.10.10.2014,Jawa Barat,Kabupaten Majalengka,Leuwimunding,Parungjaya
32.10.11.2001,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Burujul Kulon
32.10.11.2002,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Burujul Wetan
32.10.11.2003,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Cicadas
32.10.11.2004,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Andir
32.10.11.2005,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Sukaraja Wetan
32.10.11.2006,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Pinangraja
32.10.11.2007,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Cibentar
32.10.11.2008,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Leuweunggede
32.10.11.2009,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Cibolerang
32.10.11.2010,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Sutawangi
32.10.11.2011,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Jatisura
32.10.11.2012,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Jatiwangi
32.10.11.2013,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Loji
32.10.11.2014,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Sukaraja Kulon
32.10.11.2015,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Mekarsari
32.10.11.2016,Jawa Barat,Kabupaten Majalengka,Jatiwangi,Surawangi
32.10.12.2006,Jawa Barat,Kabupaten Majalengka,Dawuan,Gandu
32.10.12.2007,Jawa Barat,Kabupaten Majalengka,Dawuan,Dawuan
32.10.12.2008,Jawa Barat,Kabupaten Majalengka,Dawuan,Genteng
32.10.12.2010,Jawa Barat,Kabupaten Majalengka,Dawuan,Mandapa
32.10.12.2011,Jawa Barat,Kabupaten Majalengka,Dawuan,Balida
32.10.12.2012,Jawa Barat,Kabupaten Majalengka,Dawuan,Karanganyar
32.10.12.2013,Jawa Barat,Kabupaten Majalengka,Dawuan,Salawana
32.10.12.2015,Jawa Barat,Kabupaten Majalengka,Dawuan,Bojongcideres
32.10.12.2017,Jawa Barat,Kabupaten Majalengka,Dawuan,Sinarjati
32.10.12.2018,Jawa Barat,Kabupaten Majalengka,Dawuan,Pasirmalati
32.10.12.2021,Jawa Barat,Kabupaten Majalengka,Dawuan,Baturuyuk
32.10.13.2001,Jawa Barat,Kabupaten Majalengka,Kadipaten,Heuleut
32.10.13.2002,Jawa Barat,Kabupaten Majalengka,Kadipaten,Kadipaten
32.10.13.2003,Jawa Barat,Kabupaten Majalengka,Kadipaten,Babakananyar
32.10.13.2004,Jawa Barat,Kabupaten Majalengka,Kadipaten,Karangsambung
32.10.13.2005,Jawa Barat,Kabupaten Majalengka,Kadipaten,Liangjulang
32.10.13.2006,Jawa Barat,Kabupaten Majalengka,Kadipaten,Pagandon
32.10.13.2007,Jawa Barat,Kabupaten Majalengka,Kadipaten,Cipaku
32.10.14.2001,Jawa Barat,Kabupaten Majalengka,Kertajati,Pakubeureum
32.10.14.2002,Jawa Barat,Kabupaten Majalengka,Kertajati,Sukawana
32.10.14.2003,Jawa Barat,Kabupaten Majalengka,Kertajati,Kertawinangun
32.10.14.2004,Jawa Barat,Kabupaten Majalengka,Kertajati,Palasah
32.10.14.2005,Jawa Barat,Kabupaten Majalengka,Kertajati,Babakan
32.10.14.2006,Jawa Barat,Kabupaten Majalengka,Kertajati,Kertajati
32.10.14.2007,Jawa Barat,Kabupaten Majalengka,Kertajati,Bantarjati
32.10.14.2008,Jawa Barat,Kabupaten Majalengka,Kertajati,Pasiripis
32.10.14.2009,Jawa Barat,Kabupaten Majalengka,Kertajati,Sukamulya
32.10.14.2010,Jawa Barat,Kabupaten Majalengka,Kertajati,Kertasari
32.10.14.2011,Jawa Barat,Kabupaten Majalengka,Kertajati,Mekarjaya
32.10.14.2012,Jawa Barat,Kabupaten Majalengka,Kertajati,Mekarmulya
32.10.14.2013,Jawa Barat,Kabupaten Majalengka,Kertajati,Sukakerta
32.10.14.2014,Jawa Barat,Kabupaten Majalengka,Kertajati,Sahbandar
32.10.15.2001,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Biyawak
32.10.15.2002,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Panyingkiran
32.10.15.2003,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Panongan
32.10.15.2004,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Randegan Wetan
32.10.15.2005,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Putridalem
32.10.15.2006,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Jatitengah
32.10.15.2007,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Jatitujuh
32.10.15.2008,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Babajurang
32.10.15.2009,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Pilangsari
32.10.15.2010,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Jatiraga
32.10.15.2011,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Sumber Wetan
32.10.15.2012,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Pangkalanpari
32.10.15.2013,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Randegan Kulon
32.10.15.2014,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Sumber Kulon
32.10.15.2015,Jawa Barat,Kabupaten Majalengka,Jatitujuh,Pasindangan
32.10.16.2001,Jawa Barat,Kabupaten Majalengka,Ligung,Cibogor
32.10.16.2002,Jawa Barat,Kabupaten Majalengka,Ligung,Beber
32.10.16.2003,Jawa Barat,Kabupaten Majalengka,Ligung,Beusi
32.10.16.2004,Jawa Barat,Kabupaten Majalengka,Ligung,Tegalaren
32.10.16.2005,Jawa Barat,Kabupaten Majalengka,Ligung,Buntu
32.10.16.2006,Jawa Barat,Kabupaten Majalengka,Ligung,Ligung
32.10.16.2007,Jawa Barat,Kabupaten Majalengka,Ligung,Wanasalam
32.10.16.2008,Jawa Barat,Kabupaten Majalengka,Ligung,Ampel
32.10.16.2009,Jawa Barat,Kabupaten Majalengka,Ligung,Bantarwaru
32.10.16.2010,Jawa Barat,Kabupaten Majalengka,Ligung,Majasari
32.10.16.2011,Jawa Barat,Kabupaten Majalengka,Ligung,Kedungkencana
32.10.16.2012,Jawa Barat,Kabupaten Majalengka,Ligung,Kertasari
32.10.16.2013,Jawa Barat,Kabupaten Majalengka,Ligung,Leuweunghapit
32.10.16.2014,Jawa Barat,Kabupaten Majalengka,Ligung,Ligung Lor
32.10.16.2015,Jawa Barat,Kabupaten Majalengka,Ligung,Sukawera
32.10.16.2016,Jawa Barat,Kabupaten Majalengka,Ligung,Gandawesi
32.10.16.2017,Jawa Barat,Kabupaten Majalengka,Ligung,Kodasari
32.10.16.2018,Jawa Barat,Kabupaten Majalengka,Ligung,Leuwiliang Baru
32.10.16.2019,Jawa Barat,Kabupaten Majalengka,Ligung,Kedungsari
32.10.17.2001,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Bongas Wetan
32.10.17.2002,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Bongas Kulon
32.10.17.2003,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Garawangi
32.10.17.2004,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Rancaputat
32.10.17.2005,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Banjaran
32.10.17.2006,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Sepat
32.10.17.2007,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Paningkiran
32.10.17.2008,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Parapatan
32.10.17.2009,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Panjalin Kidul
32.10.17.2010,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Cidenok
32.10.17.2011,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Lojikobong
32.10.17.2012,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Panjalin Lor
32.10.17.2013,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Sumberjaya
32.10.17.2014,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Pancaksuji
32.10.17.2015,Jawa Barat,Kabupaten Majalengka,Sumberjaya,Gelok Mulya
32.10.18.2001,Jawa Barat,Kabupaten Majalengka,Panyingkiran,Cijurey
32.10.18.2002,Jawa Barat,Kabupaten Majalengka,Panyingkiran,Pasirmuncang
32.10.18.2003,Jawa Barat,Kabupaten Majalengka,Panyingkiran,Jatipamor
32.10.18.2004,Jawa Barat,Kabupaten Majalengka,Panyingkiran,Bantrangsana
32.10.18.2005,Jawa Barat,Kabupaten Majalengka,Panyingkiran,Jatiserang
32.10.18.2006,Jawa Barat,Kabupaten Majalengka,Panyingkiran,Bonang
32.10.18.2007,Jawa Barat,Kabupaten Majalengka,Panyingkiran,Leuwiseeng
32.10.18.2008,Jawa Barat,Kabupaten Majalengka,Panyingkiran,Panyingkiran
32.10.18.2009,Jawa Barat,Kabupaten Majalengka,Panyingkiran,Karyamukti
32.10.19.2001,Jawa Barat,Kabupaten Majalengka,Palasah,Majasuka
32.10.19.2002,Jawa Barat,Kabupaten Majalengka,Palasah,Cisambeng
32.10.19.2003,Jawa Barat,Kabupaten Majalengka,Palasah,Palasah
32.10.19.2004,Jawa Barat,Kabupaten Majalengka,Palasah,Weragati
32.10.19.2005,Jawa Barat,Kabupaten Majalengka,Palasah,Trajaya
32.10.19.2006,Jawa Barat,Kabupaten Majalengka,Palasah,Tarikolot
32.10.19.2007,Jawa Barat,Kabupaten Majalengka,Palasah,Buniwangi
32.10.19.2008,Jawa Barat,Kabupaten Majalengka,Palasah,Sindanghaji
32.10.19.2009,Jawa Barat,Kabupaten Majalengka,Palasah,Waringin
32.10.19.2010,Jawa Barat,Kabupaten Majalengka,Palasah,Pasir
32.10.19.2011,Jawa Barat,Kabupaten Majalengka,Palasah,Karamat
32.10.19.2012,Jawa Barat,Kabupaten Majalengka,Palasah,Enggalwangi
32.10.19.2013,Jawa Barat,Kabupaten Majalengka,Palasah,Sindangwasa
32.10.20.1004,Jawa Barat,Kabupaten Majalengka,Cigasong,Cigasong
32.10.20.1005,Jawa Barat,Kabupaten Majalengka,Cigasong,Simpeureum
32.10.20.1006,Jawa Barat,Kabupaten Majalengka,Cigasong,Cicenang
32.10.20.2001,Jawa Barat,Kabupaten Majalengka,Cigasong,Kawunghilir
32.10.20.2002,Jawa Barat,Kabupaten Majalengka,Cigasong,Tajur
32.10.20.2003,Jawa Barat,Kabupaten Majalengka,Cigasong,Tenjolayar
32.10.20.2007,Jawa Barat,Kabupaten Majalengka,Cigasong,Baribis
32.10.20.2008,Jawa Barat,Kabupaten Majalengka,Cigasong,Batujaya
32.10.20.2009,Jawa Barat,Kabupaten Majalengka,Cigasong,Kutamanggu
32.10.20.2010,Jawa Barat,Kabupaten Majalengka,Cigasong,Karayunan
32.10.21.2001,Jawa Barat,Kabupaten Majalengka,Sindangwangi,Bantaragung
32.10.21.2002,Jawa Barat,Kabupaten Majalengka,Sindangwangi,Padaherang
32.10.21.2003,Jawa Barat,Kabupaten Majalengka,Sindangwangi,Lengkong Kulon
32.10.21.2004,Jawa Barat,Kabupaten Majalengka,Sindangwangi,Jerukleueut
32.10.21.2005,Jawa Barat,Kabupaten Majalengka,Sindangwangi,Sindangwangi
32.10.21.2006,Jawa Barat,Kabupaten Majalengka,Sindangwangi,Buahkapas
32.10.21.2007,Jawa Barat,Kabupaten Majalengka,Sindangwangi,Ujungberung
32.10.21.2008,Jawa Barat,Kabupaten Majalengka,Sindangwangi,Balagedog
32.10.21.2009,Jawa Barat,Kabupaten Majalengka,Sindangwangi,Leuwilaja
32.10.21.2010,Jawa Barat,Kabupaten Majalengka,Sindangwangi,Lengkong Wetan
32.10.22.2001,Jawa Barat,Kabupaten Majalengka,Banjaran,Genteng
32.10.22.2002,Jawa Barat,Kabupaten Majalengka,Banjaran,Sunia
32.10.22.2003,Jawa Barat,Kabupaten Majalengka,Banjaran,Darmalarang
32.10.22.2004,Jawa Barat,Kabupaten Majalengka,Banjaran,Sindangpala
32.10.22.2005,Jawa Barat,Kabupaten Majalengka,Banjaran,Banjaran
32.10.22.2006,Jawa Barat,Kabupaten Majalengka,Banjaran,Kagok
32.10.22.2007,Jawa Barat,Kabupaten Majalengka,Banjaran,Cimeong
32.10.22.2008,Jawa Barat,Kabupaten Majalengka,Banjaran,Panyindangan
32.10.22.2009,Jawa Barat,Kabupaten Majalengka,Banjaran,Kareo
32.10.22.2010,Jawa Barat,Kabupaten Majalengka,Banjaran,Sangiang
32.10.22.2011,Jawa Barat,Kabupaten Majalengka,Banjaran,Sunia Baru
32.10.22.2012,Jawa Barat,Kabupaten Majalengka,Banjaran,Hegarmanah
32.10.22.2013,Jawa Barat,Kabupaten Majalengka,Banjaran,Girimulya
32.10.23.2001,Jawa Barat,Kabupaten Majalengka,Cingambul,Sedareja
32.10.23.2002,Jawa Barat,Kabupaten Majalengka,Cingambul,Cidadap
32.10.23.2003,Jawa Barat,Kabupaten Majalengka,Cingambul,Maniis
32.10.23.2004,Jawa Barat,Kabupaten Majalengka,Cingambul,Nagarakembang
32.10.23.2005,Jawa Barat,Kabupaten Majalengka,Cingambul,Wangkelang
32.10.23.2006,Jawa Barat,Kabupaten Majalengka,Cingambul,Cimanggugirang
32.10.23.2007,Jawa Barat,Kabupaten Majalengka,Cingambul,Cingambul
32.10.23.2008,Jawa Barat,Kabupaten Majalengka,Cingambul,Cikondang
32.10.23.2009,Jawa Barat,Kabupaten Majalengka,Cingambul,Ciranjeng
32.10.23.2010,Jawa Barat,Kabupaten Majalengka,Cingambul,Rawa
32.10.23.2011,Jawa Barat,Kabupaten Majalengka,Cingambul,Kondangmekar
32.10.23.2012,Jawa Barat,Kabupaten Majalengka,Cingambul,Cintaasih
32.10.23.2013,Jawa Barat,Kabupaten Majalengka,Cingambul,Muktisari
32.10.24.2001,Jawa Barat,Kabupaten Majalengka,Kasokandel,Jatisawit
32.10.24.2002,Jawa Barat,Kabupaten Majalengka,Kasokandel,Leuwikidang
32.10.24.2003,Jawa Barat,Kabupaten Majalengka,Kasokandel,Ranji Kulon
32.10.24.2004,Jawa Barat,Kabupaten Majalengka,Kasokandel,Ranji Wetan
32.10.24.2005,Jawa Barat,Kabupaten Majalengka,Kasokandel,Gunungsari
32.10.24.2006,Jawa Barat,Kabupaten Majalengka,Kasokandel,Kasokandel
32.10.24.2007,Jawa Barat,Kabupaten Majalengka,Kasokandel,Girimukti
32.10.24.2008,Jawa Barat,Kabupaten Majalengka,Kasokandel,Jatimulya
32.10.24.2009,Jawa Barat,Kabupaten Majalengka,Kasokandel,Wanajaya
32.10.24.2010,Jawa Barat,Kabupaten Majalengka,Kasokandel,Gandasari
32.10.25.2001,Jawa Barat,Kabupaten Majalengka,Sindang,Pasirayu
32.10.25.2002,Jawa Barat,Kabupaten Majalengka,Sindang,Sindang
32.10.25.2003,Jawa Barat,Kabupaten Majalengka,Sindang,Garawastu
32.10.25.2004,Jawa Barat,Kabupaten Majalengka,Sindang,Indrakila
32.10.25.2005,Jawa Barat,Kabupaten Majalengka,Sindang,Gunungkuning
32.10.25.2007,Jawa Barat,Kabupaten Majalengka,Sindang,Sangkanhurip
32.10.25.2008,Jawa Barat,Kabupaten Majalengka,Sindang,Bayureja
32.10.26.2001,Jawa Barat,Kabupaten Majalengka,Malausma,Sukadana
32.10.26.2002,Jawa Barat,Kabupaten Majalengka,Malausma,Werasari
32.10.26.2003,Jawa Barat,Kabupaten Majalengka,Malausma,Malausma
32.10.26.2004,Jawa Barat,Kabupaten Majalengka,Malausma,Lebakwangi
32.10.26.2005,Jawa Barat,Kabupaten Majalengka,Malausma,Cimuncang
32.10.26.2006,Jawa Barat,Kabupaten Majalengka,Malausma,Ciranca
32.10.26.2007,Jawa Barat,Kabupaten Majalengka,Malausma,Banyusari
32.10.26.2008,Jawa Barat,Kabupaten Majalengka,Malausma,Buninagara
32.10.26.2009,Jawa Barat,Kabupaten Majalengka,Malausma,Jagamulya
32.10.26.2010,Jawa Barat,Kabupaten Majalengka,Malausma,Girimukti
32.10.26.2011,Jawa Barat,Kabupaten Majalengka,Malausma,Kramat Jaya
32.11.01.2001,Jawa Barat,Kabupaten Sumedang,Wado,Cimungkal
32.11.01.2002,Jawa Barat,Kabupaten Sumedang,Wado,Ganjarresik
32.11.01.2003,Jawa Barat,Kabupaten Sumedang,Wado,Cilengkrang
32.11.01.2004,Jawa Barat,Kabupaten Sumedang,Wado,Cikareo Selatan
32.11.01.2005,Jawa Barat,Kabupaten Sumedang,Wado,Cikareo Utara
32.11.01.2006,Jawa Barat,Kabupaten Sumedang,Wado,Wado
32.11.01.2007,Jawa Barat,Kabupaten Sumedang,Wado,Mulyajaya
32.11.01.2009,Jawa Barat,Kabupaten Sumedang,Wado,Sukajadi
32.11.01.2010,Jawa Barat,Kabupaten Sumedang,Wado,Cisurat
32.11.01.2011,Jawa Barat,Kabupaten Sumedang,Wado,Sukapura
32.11.02.2001,Jawa Barat,Kabupaten Sumedang,Jatinunggal,Jatinunggal
32.11.02.2002,Jawa Barat,Kabupaten Sumedang,Jatinunggal,Tarikolot
32.11.02.2003,Jawa Barat,Kabupaten Sumedang,Jatinunggal,Pawenang
32.11.02.2004,Jawa Barat,Kabupaten Sumedang,Jatinunggal,Sarimekar
32.11.02.2005,Jawa Barat,Kabupaten Sumedang,Jatinunggal,Banjarsari
32.11.02.2006,Jawa Barat,Kabupaten Sumedang,Jatinunggal,Kirisik
32.11.02.2007,Jawa Barat,Kabupaten Sumedang,Jatinunggal,Sukamanah
32.11.02.2008,Jawa Barat,Kabupaten Sumedang,Jatinunggal,Cipeundeuy
32.11.02.2009,Jawa Barat,Kabupaten Sumedang,Jatinunggal,Cimanintin
32.11.03.2001,Jawa Barat,Kabupaten Sumedang,Darmaraja,Darmaraja
32.11.03.2002,Jawa Barat,Kabupaten Sumedang,Darmaraja,Darmajaya
32.11.03.2003,Jawa Barat,Kabupaten Sumedang,Darmaraja,Sukamenak
32.11.03.2005,Jawa Barat,Kabupaten Sumedang,Darmaraja,Sukaratu
32.11.03.2006,Jawa Barat,Kabupaten Sumedang,Darmaraja,Cikeusi
32.11.03.2007,Jawa Barat,Kabupaten Sumedang,Darmaraja,Cipeuteuy
32.11.03.2009,Jawa Barat,Kabupaten Sumedang,Darmaraja,Cieunteung
32.11.03.2010,Jawa Barat,Kabupaten Sumedang,Darmaraja,Karangpakuan
32.11.03.2011,Jawa Barat,Kabupaten Sumedang,Darmaraja,Pakualam
32.11.03.2013,Jawa Barat,Kabupaten Sumedang,Darmaraja,Neglasari
32.11.03.2015,Jawa Barat,Kabupaten Sumedang,Darmaraja,Tarunajaya
32.11.03.2016,Jawa Barat,Kabupaten Sumedang,Darmaraja,Ranggon
32.11.04.2001,Jawa Barat,Kabupaten Sumedang,Cibugel,Jayamekar
32.11.04.2002,Jawa Barat,Kabupaten Sumedang,Cibugel,Buanamekar
32.11.04.2003,Jawa Barat,Kabupaten Sumedang,Cibugel,Cibugel
32.11.04.2004,Jawa Barat,Kabupaten Sumedang,Cibugel,Sukaraja
32.11.04.2005,Jawa Barat,Kabupaten Sumedang,Cibugel,Cipasang
32.11.04.2006,Jawa Barat,Kabupaten Sumedang,Cibugel,Tamansari
32.11.04.2007,Jawa Barat,Kabupaten Sumedang,Cibugel,Jayamandiri
32.11.05.2001,Jawa Barat,Kabupaten Sumedang,Cisitu,Cisitu
32.11.05.2002,Jawa Barat,Kabupaten Sumedang,Cisitu,Situmekar
32.11.05.2003,Jawa Barat,Kabupaten Sumedang,Cisitu,Pajagan
32.11.05.2004,Jawa Barat,Kabupaten Sumedang,Cisitu,Cigintung
32.11.05.2005,Jawa Barat,Kabupaten Sumedang,Cisitu,Sundamekar
32.11.05.2006,Jawa Barat,Kabupaten Sumedang,Cisitu,Linggajaya
32.11.05.2007,Jawa Barat,Kabupaten Sumedang,Cisitu,Ranjeng
32.11.05.2008,Jawa Barat,Kabupaten Sumedang,Cisitu,Cilopang
32.11.05.2009,Jawa Barat,Kabupaten Sumedang,Cisitu,Cimarga
32.11.05.2010,Jawa Barat,Kabupaten Sumedang,Cisitu,Cinangsi
32.11.06.2001,Jawa Barat,Kabupaten Sumedang,Situraja,Situraja Utara
32.11.06.2002,Jawa Barat,Kabupaten Sumedang,Situraja,Situraja
32.11.06.2003,Jawa Barat,Kabupaten Sumedang,Situraja,Mekarmulya
32.11.06.2004,Jawa Barat,Kabupaten Sumedang,Situraja,Cikadu
32.11.06.2005,Jawa Barat,Kabupaten Sumedang,Situraja,Bangbayang
32.11.06.2006,Jawa Barat,Kabupaten Sumedang,Situraja,Kaduwulung
32.11.06.2007,Jawa Barat,Kabupaten Sumedang,Situraja,Karangheuleut
32.11.06.2008,Jawa Barat,Kabupaten Sumedang,Situraja,Cijeler
32.11.06.2009,Jawa Barat,Kabupaten Sumedang,Situraja,Ambit
32.11.06.2010,Jawa Barat,Kabupaten Sumedang,Situraja,Jatimekar
32.11.06.2011,Jawa Barat,Kabupaten Sumedang,Situraja,Cijati
32.11.06.2012,Jawa Barat,Kabupaten Sumedang,Situraja,Pamulihan
32.11.06.2013,Jawa Barat,Kabupaten Sumedang,Situraja,Malaka
32.11.06.2014,Jawa Barat,Kabupaten Sumedang,Situraja,Sukatali
32.11.06.2015,Jawa Barat,Kabupaten Sumedang,Situraja,Cicarimanah
32.11.07.2001,Jawa Barat,Kabupaten Sumedang,Conggeang,Conggeang Kulon
32.11.07.2002,Jawa Barat,Kabupaten Sumedang,Conggeang,Conggeang Wetan
32.11.07.2003,Jawa Barat,Kabupaten Sumedang,Conggeang,Cipamekar
32.11.07.2004,Jawa Barat,Kabupaten Sumedang,Conggeang,Cibeureuyeuh
32.11.07.2005,Jawa Barat,Kabupaten Sumedang,Conggeang,Jambu
32.11.07.2006,Jawa Barat,Kabupaten Sumedang,Conggeang,Babakan Asem
32.11.07.2007,Jawa Barat,Kabupaten Sumedang,Conggeang,Padaasih
32.11.07.2008,Jawa Barat,Kabupaten Sumedang,Conggeang,Ungkal
32.11.07.2009,Jawa Barat,Kabupaten Sumedang,Conggeang,Karanglayung
32.11.07.2010,Jawa Barat,Kabupaten Sumedang,Conggeang,Cacaban
32.11.07.2011,Jawa Barat,Kabupaten Sumedang,Conggeang,Narimbang
32.11.07.2012,Jawa Barat,Kabupaten Sumedang,Conggeang,Cibubuan
32.11.08.2001,Jawa Barat,Kabupaten Sumedang,Paseh,Paseh Kidul
32.11.08.2002,Jawa Barat,Kabupaten Sumedang,Paseh,Paseh Kaler
32.11.08.2003,Jawa Barat,Kabupaten Sumedang,Paseh,Legok Kidul
32.11.08.2004,Jawa Barat,Kabupaten Sumedang,Paseh,Legok Kaler
32.11.08.2005,Jawa Barat,Kabupaten Sumedang,Paseh,Bongkok
32.11.08.2006,Jawa Barat,Kabupaten Sumedang,Paseh,Padanaan
32.11.08.2007,Jawa Barat,Kabupaten Sumedang,Paseh,Pasireungit
32.11.08.2008,Jawa Barat,Kabupaten Sumedang,Paseh,Cijambe
32.11.08.2009,Jawa Barat,Kabupaten Sumedang,Paseh,Haurkuning
32.11.08.2010,Jawa Barat,Kabupaten Sumedang,Paseh,Citepok
32.11.09.2001,Jawa Barat,Kabupaten Sumedang,Surian,Wanasari
32.11.09.2002,Jawa Barat,Kabupaten Sumedang,Surian,Wanajaya
32.11.09.2003,Jawa Barat,Kabupaten Sumedang,Surian,Pamekarsari
32.11.09.2004,Jawa Barat,Kabupaten Sumedang,Surian,Tanjung
32.11.09.2005,Jawa Barat,Kabupaten Sumedang,Surian,Surian
32.11.09.2006,Jawa Barat,Kabupaten Sumedang,Surian,Suriamukti
32.11.09.2007,Jawa Barat,Kabupaten Sumedang,Surian,Suriamedal
32.11.09.2008,Jawa Barat,Kabupaten Sumedang,Surian,Ranggasari
32.11.09.2009,Jawa Barat,Kabupaten Sumedang,Surian,Nanjungwangi
32.11.10.2001,Jawa Barat,Kabupaten Sumedang,Buahdua,Buahdua
32.11.10.2002,Jawa Barat,Kabupaten Sumedang,Buahdua,Hariang
32.11.10.2003,Jawa Barat,Kabupaten Sumedang,Buahdua,Karangbungur
32.11.10.2004,Jawa Barat,Kabupaten Sumedang,Buahdua,Mekarmukti
32.11.10.2005,Jawa Barat,Kabupaten Sumedang,Buahdua,Citaleus
32.11.10.2006,Jawa Barat,Kabupaten Sumedang,Buahdua,Nagrak
32.11.10.2007,Jawa Barat,Kabupaten Sumedang,Buahdua,Cibitung
32.11.10.2008,Jawa Barat,Kabupaten Sumedang,Buahdua,Sekarwangi
32.11.10.2009,Jawa Barat,Kabupaten Sumedang,Buahdua,Gendereh
32.11.10.2010,Jawa Barat,Kabupaten Sumedang,Buahdua,Panyindangan
32.11.10.2011,Jawa Barat,Kabupaten Sumedang,Buahdua,Cilangkap
32.11.10.2012,Jawa Barat,Kabupaten Sumedang,Buahdua,Bojongloa
32.11.10.2013,Jawa Barat,Kabupaten Sumedang,Buahdua,Cikurubuk
32.11.10.2014,Jawa Barat,Kabupaten Sumedang,Buahdua,Ciawitali
32.11.11.2001,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Gudang
32.11.11.2002,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Tanjungsari
32.11.11.2003,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Jatisari
32.11.11.2004,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Margaluyu
32.11.11.2005,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Kutamandiri
32.11.11.2006,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Margajaya
32.11.11.2007,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Raharja
32.11.11.2008,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Cijambu
32.11.11.2009,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Pasigaran
32.11.11.2010,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Gunungmanik
32.11.11.2011,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Kadakajaya
32.11.11.2012,Jawa Barat,Kabupaten Sumedang,Tanjungsari,Cinanjung
32.11.12.2001,Jawa Barat,Kabupaten Sumedang,Sukasari,Sukasari
32.11.12.2002,Jawa Barat,Kabupaten Sumedang,Sukasari,Genteng
32.11.12.2003,Jawa Barat,Kabupaten Sumedang,Sukasari,Banyuresmi
32.11.12.2004,Jawa Barat,Kabupaten Sumedang,Sukasari,Nanggerang
32.11.12.2005,Jawa Barat,Kabupaten Sumedang,Sukasari,Mekarsari
32.11.12.2006,Jawa Barat,Kabupaten Sumedang,Sukasari,Sindangsari
32.11.12.2007,Jawa Barat,Kabupaten Sumedang,Sukasari,Sukarapih
32.11.13.2001,Jawa Barat,Kabupaten Sumedang,Pamulihan,Cigendel
32.11.13.2002,Jawa Barat,Kabupaten Sumedang,Pamulihan,Cijeruk
32.11.13.2003,Jawa Barat,Kabupaten Sumedang,Pamulihan,Pamulihan
32.11.13.2004,Jawa Barat,Kabupaten Sumedang,Pamulihan,Haurngombong
